logFC	logCPM	LR	PValue	FDR	hgnc	biotype	RMH3869	RMH3871	RMH3872	RMH3874	RMH3875	RMH3877
ENSMUSG00000074497.3	0.60503267099622	-0.56978548411052	1.2383269205633	0.265793740816009	0.573689795161178	A430078G23Rik	protein_coding	0.37364588680241	0.0697240127478977	0.18715822894608	0.154024185195465	0.150260868833512	0.185489213139167
ENSMUSG00000024958.6	0.336356718781445	3.05335361439838	1.23790270848149	0.265875636200616	0.573689795161178	Gpr137	protein_coding	4.20629532293255	2.93034461206654	4.30102721943102	2.60685554897829	2.06874911988846	1.78931420376564
ENSMUSG00000015112.7	-0.178440880993384	6.90731759564462	1.23738596234276	0.265975437990361	0.573689795161178	Slc25a13	protein_coding	42.9376046752218	37.6147366434688	38.509836391242	39.6363687956665	34.0212958965983	37.7263309025417
ENSMUSG00000025204.4	-0.205373364011093	7.7712993314571	1.23735887572238	0.265980670652141	0.573689795161178	Ndufb8	protein_coding	82.8229711450574	76.5220669823183	68.2017954724439	70.9111932206463	55.9118459753105	62.4018793878934
ENSMUSG00000017286.9	-0.186870745257632	4.90929134254549	1.23701055844532	0.266047970884529	0.573689795161178	Glod4	protein_coding	5.31908536036119	4.73671490285174	4.83325608613034	4.63868298929322	4.76540657434676	5.63108558705699
ENSMUSG00000033917.8	0.20128866069166	4.45517281983925	1.23695530606408	0.266058648438644	0.573689795161178	Gde1	protein_coding	17.4922662448582	11.4658690692451	13.8570239011912	10.6984193537638	12.9793733337771	11.7690016068051
ENSMUSG00000037348.9	0.269964602250969	3.39423298692758	1.2369112704502	0.266067158728093	0.573689795161178	Paqr7	protein_coding	3.16307843806497	2.39377035648334	3.18761675788684	2.26627310923005	2.19070974587846	1.5048215748125
ENSMUSG00000052214.8	0.22711708069316	5.53181095036072	1.23688461006869	0.266072311257956	0.573689795161178	Opa3	protein_coding	13.4809376372733	9.93105265818308	13.2583013934307	8.54604813653098	8.33959928299758	7.84341504580087
ENSMUSG00000061315.7	0.172386388884029	7.22140427816814	1.23685644078258	0.26607775554186	0.573689795161178	Naca	protein_coding	24.6836703419073	19.0625947109071	24.0540893891508	17.1167178803064	23.0869069462183	20.1365802581155
ENSMUSG00000039041.9	0.248311741921404	4.65909272490734	1.23684375731971	0.2660802069227	0.573689795161178	Adrm1	protein_coding	7.8565502781865	5.96491667936431	6.84404364680232	4.77270991458882	4.94288552709411	3.77974346601052
ENSMUSG00000045095.9	0.254141011928657	3.13816229065976	1.23569872929564	0.266301626713324	0.574075952362858	Magi1	protein_coding	1.07049831939985	0.94996896475896	1.20519525963645	0.949803671701154	1.54022809840607	0.92114188800895
ENSMUSG00000027778.8	-0.305781233311651	1.59690289401492	1.2352928163789	0.266380175197861	0.574075952362858	Ift80	protein_coding	0.260326104231705	0.281654428986969	0.276598958469016	0.260149191524865	0.266482537596397	0.349518732888834
ENSMUSG00000028445.6	0.426376399131067	2.1892488760432	1.23523690540049	0.26639099682978	0.574075952362858	Enho	processed_transcript	5.24686201501887	3.96353772230038	5.509593022984	2.5537380097878	2.07611817389213	1.92214478118315
ENSMUSG00000037326.8	0.320515669510631	1.71704609589504	1.23489491328737	0.266457201699779	0.574075952362858	Solh	protein_coding	0.816961664620435	0.492526705978284	0.676776868740933	0.608772326662131	0.707623173588655	0.395815533794835
ENSMUSG00000023939.7	-0.276300921786808	4.06301634393687	1.23449651947218	0.266534350986974	0.574075952362858	Mrpl14	protein_coding	23.2229250131946	21.4039192431633	15.4531301288326	17.8881336993995	12.3270889668876	14.7999046104178
ENSMUSG00000016946.5	0.261582320141556	2.4231864344472	1.23449186998562	0.266535251528052	0.574075952362858	Kctd5	protein_coding	2.36428091966411	1.75384859034189	2.45624713586232	1.56417782617417	1.80767548872561	1.57217993691234
ENSMUSG00000028049.9	0.39554730257738	3.61359567718487	1.23340485358812	0.266745895585045	0.574075952362858	Scamp3	protein_coding	8.81667662205425	6.75271823374013	6.98796156866461	3.6781955949994	3.78767660478251	2.70697807910567
ENSMUSG00000037108.7	0.59841102930833	-0.638625142158829	1.23333373890263	0.266759683546271	0.574075952362858	Zcwpw1	protein_coding	0.190396984315265	0.110534475571284	0.381477368168792	0.183132559338982	0.178658029861082	0.137840017985004
ENSMUSG00000020697.9	0.198247595714793	4.37494369093096	1.23326878214514	0.266772278362929	0.574075952362858	Lig3	protein_coding	3.13270910133891	2.66078906234376	3.70190485563789	2.27352873360414	2.84640633812094	2.54905887990205
ENSMUSG00000067928.5	0.770940050875552	-0.294779957236648	1.23325356254818	0.266775229479926	0.574075952362858	Zfp760	protein_coding	0.190563085261213	0.0995678145403002	0.114543049876045	0.0471323115908628	0.375509168639733	0.248328483507602
ENSMUSG00000027130.8	0.194741540768848	5.03605420043141	1.23309856429961	0.266805286334789	0.574075952362858	Slc12a6	protein_coding	3.26490821848172	2.3349860032306	3.82576216255036	2.57601142598099	3.18144096225739	3.0032470741393
ENSMUSG00000020265.9	-0.189182336708046	4.43048002311399	1.23297401331676	0.266829441992548	0.574075952362858	Sumo3	protein_coding	5.87843410901197	5.74066521175382	5.53143850412543	5.85031207499711	5.35839842396106	5.19810424835296
ENSMUSG00000022684.8	-0.180846174716291	5.27388685907101	1.23296122895896	0.266831921569723	0.574075952362858	Bfar	protein_coding	8.79714345955898	8.1630817295633	9.22829500110387	8.26333488804234	7.96719110702129	9.58450694131081
ENSMUSG00000032637.8	0.259383032111233	3.09475826334262	1.23289877644713	0.266844034896057	0.574075952362858	Atxn2l	protein_coding	2.10772801934968	1.67722525704649	2.38455087191474	1.90247522786467	2.1312238513752	1.21546877565107
ENSMUSG00000033099.3	0.308898739704666	2.0812061611543	1.23226178705623	0.266967624874963	0.574147763156592	Nol12	protein_coding	1.39406471458496	0.938811960305838	1.06139061661073	0.842835987383136	0.941841681671927	0.581327240389389
ENSMUSG00000062825.8	-0.170067525962031	7.13736938533954	1.23217092346674	0.266985260225195	0.574147763156592	Actg1	protein_coding	54.5119593885746	56.0605047903634	52.2223119868763	50.8610898914665	52.45314521252	51.2624067609007
ENSMUSG00000022905.6	-0.182534527246603	6.9535179717885	1.23197299373133	0.26702368063984	0.574147763156592	Kpna1	protein_coding	13.9605868149841	14.0927670926142	15.4164218557985	13.0848269258508	14.3512526872987	16.688747405657
ENSMUSG00000090673.1	0.263792848564464	2.76733821099576	1.23186460615236	0.2670447228218	0.574147763156592	Gm340	protein_coding	1.67622909829688	1.66555020488536	2.19592580002502	1.32879732771932	2.29882599410197	1.64292578882131
ENSMUSG00000029625.9	0.304792089889373	1.71077548432673	1.23154192740128	0.267107379363807	0.574147763156592	Cpsf4	protein_coding	1.15980801064745	0.640952209641005	0.983137255159969	0.827473289959884	0.962726812354545	0.678183636245906
ENSMUSG00000025779.4	-0.408323445675034	0.271279934894106	1.23142692097184	0.267129715306144	0.574147763156592	Ly96	protein_coding	1.87510251888634	1.98278147065747	1.34176264946771	1.76675233548625	1.63381473684554	2.09443066792465
ENSMUSG00000024854.3	0.364906150559072	1.846613710517	1.23122048536725	0.267169813979597	0.574147763156592	Pold4	protein_coding	4.68539098341089	2.77141406962173	5.49086004323013	4.08147090306041	3.48402877658454	2.07362506526314
ENSMUSG00000049576.4	-0.874110137189385	-0.810368321026679	1.2309583951681	0.267220733976632	0.574167420432828	Zfa	protein_coding	0.0702370634919217	0.0203879725476411	0.140726231695123	0.077208264880209	0.0878754491609413	0.40679123694142
ENSMUSG00000066894.8	0.31358434860075	1.53561642252569	1.23039177770966	0.267330860168134	0.574314265866051	Vsig10	protein_coding	0.579934558748661	0.532317594781552	0.737995714793338	0.439354311217056	0.588301196828924	0.39488602569199
ENSMUSG00000000301.9	0.548423275506443	-0.524675928069517	1.22997796709123	0.267411322989724	0.574397348725388	Pemt	protein_coding	0.191520001758221	0.233491524915525	0.38372743394629	0.22105527487881	0.395365976491557	0.166383646769082
ENSMUSG00000063428.6	-0.178846458942977	5.15923003863153	1.22947553056544	0.267509059132311	0.574448977120129	Ddo	protein_coding	3.9099527891415	4.16510156006753	4.42868801769116	4.234218437147	4.02618631579795	3.93736558980392
ENSMUSG00000024420.7	-0.282843885582093	3.13733740722154	1.22942472127363	0.267518945256162	0.574448977120129	Zfp521	protein_coding	1.07691141633386	1.15247366219326	1.57277274890952	1.76499932105974	1.363585537701	1.34136000135765
ENSMUSG00000085408.1	-0.438059010244534	0.366585724976666	1.22910349048153	0.267581458685989	0.574493462923918	C530005A16Rik	lincRNA	0.592554856241342	0.401340549608189	0.296809148353277	0.488525537894936	0.401570576503755	0.657779590963045
ENSMUSG00000027699.9	0.657257729829006	-1.03650468435303	1.22860176595857	0.267679133713157	0.574613414475612	Ect2	protein_coding	0.086252061959173	0.0450660698377	0.0864068559532299	0.0568876748126632	0.129494685151661	0.0449590616490394
ENSMUSG00000043909.9	0.187175512519037	4.57548893872592	1.22756619125118	0.267880878556377	0.574956695152623	Trp53bp1	protein_coding	2.04074734975608	1.48587468891851	2.02169415330089	1.42542801361269	1.64896299436743	1.5118949544342
ENSMUSG00000032579.8	-0.221049105598972	3.31813362263971	1.22652118761129	0.268084652535939	0.575100790746589	Hemk1	protein_coding	3.4949007249978	3.36379473443753	2.92203153367349	3.33628108759023	3.13147824562063	3.03620677935839
ENSMUSG00000058624.6	0.568281440462144	2.92262874345512	1.2264042612546	0.268107465005925	0.575100790746589	Gda	protein_coding	0.6674472061274	0.661003388391807	1.27173667067033	0.539480135120905	2.66482658548893	1.61447598581599
ENSMUSG00000052707.6	-0.21119533448468	5.00421164637553	1.22625178730768	0.268137216490076	0.575100790746589	Tnrc6a	protein_coding	3.45819155692377	3.98701160547017	3.52295107323998	3.42128302086211	4.47898129025767	4.38376186801677
ENSMUSG00000038429.4	0.228568412954717	5.6579259307211	1.22624689506709	0.268138171156874	0.575100790746589	Usp5	protein_coding	14.4485419974547	10.2627452762161	13.9861769101091	10.3763100312001	9.44139670142346	7.66744012757374
ENSMUSG00000083097.2	-0.301500400568105	1.98536404890358	1.2261492906331	0.2681572184718	0.575100790746589	Gm14494	pseudogene	5.23018809410972	5.53691389667065	4.41768050811943	3.97377890054231	4.4265710411846	6.05832470340645
ENSMUSG00000026399.6	0.432118431307066	1.26203043415026	1.22546591773784	0.268290624646133	0.575297135064134	Cd55	protein_coding	0.446526728856654	0.360041575911007	0.4473280970123	0.286326603203546	0.822473741158257	0.517228800090415
ENSMUSG00000010453.5	0.20639711241312	5.07141539397817	1.22500131520639	0.2683813703536	0.575305260289121	4632411B12Rik	protein_coding	8.68996743896323	6.34065946231639	9.47070044205558	6.25481431168533	6.21119652023926	5.94223381113975
ENSMUSG00000060989.6	-0.311238976031441	2.53298747815234	1.22499168643298	0.268383251441102	0.575305260289121	Gm11847	pseudogene	0.986716947653211	1.22175170775336	0.973042657479242	0.788066766006838	1.12841718494741	1.47333599974423
ENSMUSG00000039633.6	0.271922837826878	2.25933419711484	1.22466355600347	0.268447365186858	0.575305260289121	Lonrf1	protein_coding	1.49230156347014	0.925690967954307	1.53593810180263	1.04492262618824	1.11256194943949	1.01229033728772
ENSMUSG00000087305.2	0.686709220549287	-0.866624528528738	1.22458950737869	0.268461836267328	0.575305260289121	2810488G03Rik	lincRNA	0.0476086772747898	0.0552781882983795	0.0953882382859155	0.0654174445599354	0.178693428717801	0.0413601987787775
ENSMUSG00000057596.7	0.581881153326826	0.0954696047000738	1.22413311532112	0.268551048964275	0.575406729230546	Trim30d	protein_coding	0.234941416556845	0.111595606536768	0.385139550903212	0.123260421272424	0.340704833123524	0.389657190041448
ENSMUSG00000037426.10	0.204573985155001	3.95573846505698	1.22355521509949	0.268664066410387	0.575559163468013	Depdc5	protein_coding	1.35242585856959	1.21340950310745	1.69698761697646	1.07557414215509	1.42286509403605	1.15712263434861
ENSMUSG00000034826.8	-0.209543203350097	3.61566417991052	1.22302759744845	0.26876730214954	0.575591091701352	Nup54	protein_coding	4.55109564613001	4.67265013340117	4.24968375032043	3.89106906857881	3.79599748048576	4.34427643354322
ENSMUSG00000020444.12	0.232283338755634	5.62534246185369	1.22288360686206	0.268795484511367	0.575591091701352	Guk1	protein_coding	36.03129633078	26.9916202802346	34.1389507067549	22.9055370541091	22.3226026484566	19.2339495665058
ENSMUSG00000073535.4	0.183677817160357	6.05572563541864	1.22272413976146	0.268826700297328	0.575591091701352	Gm5532	processed_transcript	48.9995547551505	33.3383101289088	42.3895732126177	35.1115510240611	37.8140769282491	31.4688839870523
ENSMUSG00000025105.7	-0.614016610546775	-0.229832003999785	1.22262312819395	0.268846475716456	0.575591091701352	Bnc1	protein_coding	0.103391133479287	0.0600234544625476	0.103576686452026	0.156272817109894	0.161694229550118	0.314374884392304
ENSMUSG00000049791.3	0.285205353502772	3.90230732089555	1.2202840616151	0.269304912018281	0.576399634421145	Fzd4	protein_coding	3.19678759600525	2.91639346433993	5.22861187758909	3.13756842093125	5.59125738343775	4.19416897081191
ENSMUSG00000002908.8	0.363440454065171	3.19666609066362	1.22026832562574	0.269307999436347	0.576399634421145	Kcnn1	protein_coding	3.78754393771726	2.0376766482017	3.01958053443965	1.863750931771	1.30252128067409	1.58492472870818
ENSMUSG00000033016.9	0.257655710450792	2.4183999791946	1.21834545814539	0.269685601063156	0.577106738443063	Nfatc1	protein_coding	0.787771156787392	0.714199853206211	0.864860214908858	0.560501107241218	0.779705173525589	0.53437800343483
ENSMUSG00000083649.4	-0.368812465775626	1.4109463698373	1.21815850526434	0.269722349054801	0.577106738443063	Rasl2-9-ps	protein_coding	3.18780755165326	3.26181188260455	1.67660252258861	2.56245012240115	2.16866553129548	2.07706391280089
ENSMUSG00000005078.10	-0.214733482500758	3.76857179890361	1.21784128276317	0.269784717527822	0.577150341232672	Jkamp	protein_coding	5.25400111569538	4.60129108204622	4.54568981684746	5.4883407320731	5.09813528768949	5.00531372650547
ENSMUSG00000020827.11	0.235284904124836	4.42524166928131	1.21740377020766	0.269870765547796	0.577244580213889	Mink1	protein_coding	3.95885723659799	3.23684014509858	4.74385174745692	3.14839646561342	3.04587521665579	2.35551327873344
ENSMUSG00000027010.8	-0.191132301796148	7.38096740204932	1.21707015968684	0.269936401621132	0.57729513618834	Slc25a12	protein_coding	26.2164509160861	24.0399347073315	22.6352792752486	23.7067028032737	19.1790208617027	20.551298908802
ENSMUSG00000060397.6	-0.325798853883198	1.7735203636874	1.21678512005753	0.269992497435212	0.57732527648522	Zfp128	protein_coding	0.647181913874756	0.734361392183069	1.00198524200456	0.824596179108408	0.607279816486664	0.954106733696003
ENSMUSG00000031951.7	-0.439481230042447	0.358640511768005	1.21630924654561	0.270086181830801	0.577435770611972	Tmem231	protein_coding	0.417154503829625	0.605444913936461	0.334322526825705	0.412702303367492	0.313147824562063	0.265763212453864
ENSMUSG00000022160.10	0.230991853348546	3.03897854007908	1.21583099352466	0.270180375607977	0.577511321842352	Mettl3	protein_coding	2.49726286828658	1.71869019370809	2.54209535107099	1.6769598245961	1.98424067864319	1.8720733204513
ENSMUSG00000021020.8	-0.220761083843237	5.61200022116577	1.21570320047255	0.270205551892919	0.577511321842352	Srp54a	protein_coding	19.4787792636221	20.4219959962286	19.5137372457628	14.5535340259513	18.5483719444601	24.5762356290427
ENSMUSG00000018347.9	-0.286874128139598	2.11141934299875	1.21526373890176	0.270292151827369	0.577582274010271	Zkscan6	protein_coding	2.06758931394523	1.62340202060999	1.73174258499646	1.81637915997542	1.33581467269809	2.00234938356345
ENSMUSG00000043131.8	0.275318638706963	4.20015951513539	1.21491553021771	0.270360794177877	0.577582274010271	Mob1a	protein_coding	3.53108300441826	2.60859976625595	4.49302652014822	2.78699089946455	5.22916300438781	4.37611240382946
ENSMUSG00000026429.7	-0.414196055741759	1.09178433310148	1.21489514834113	0.270364812730599	0.577582274010271	Ube2t	protein_coding	1.30709976214032	1.60925009426263	0.632146139636674	1.04046500792705	1.18421687172598	1.01807690942576
ENSMUSG00000025878.9	-0.225421503410296	3.69638178693051	1.21463456382138	0.270416196946449	0.577602273042571	Uimc1	protein_coding	2.25816128886952	2.46150600972022	2.43623040052801	2.26530601848403	2.72646055454667	3.00441234153465
ENSMUSG00000020691.7	-0.248353755586931	2.43100620055076	1.21437754743262	0.27046688952736	0.577620788774636	Mettl2	protein_coding	1.60659858466064	1.66652731000705	1.44379993885791	1.49985025884587	1.46320399441389	1.58046795370794
ENSMUSG00000032640.8	0.2635458697579	2.83941252370264	1.21412270926881	0.270517164216063	0.577638406423767	Chsy1	protein_coding	1.57725276375927	1.22275445442845	2.10035477948138	1.45892841152005	2.1658639162794	1.62089797902174
ENSMUSG00000027496.9	0.608592163339999	-0.470301147680531	1.21353752667654	0.270632653757214	0.577688516713628	Aurka	protein_coding	0.190547973200527	0.165933197665695	0.50903985051971	0.157095246325453	0.178799709504112	0.220718924913021
ENSMUSG00000028557.4	-0.210144559532805	5.86359524405744	1.21343537520353	0.270652820325393	0.577688516713628	Rnf11	protein_coding	11.8504013112333	11.4006784507972	14.1894708896058	15.6939307095501	14.2791877916792	13.9718889437294
ENSMUSG00000038481.6	0.272429027781625	3.54514440307633	1.21336498042632	0.270666718634832	0.577688516713628	Cdk19	protein_coding	2.04588580960004	1.33620041482366	2.0911025840807	1.58413863080653	2.78882080555789	2.17367570508599
ENSMUSG00000020876.8	0.29937497768633	2.16095573635447	1.21274846139725	0.270788478479509	0.577799039530045	Snx11	protein_coding	1.17617413869916	0.859037710195399	1.15928038671917	1.01660444221268	1.28166613179357	0.626267731169005
ENSMUSG00000021189.5	-0.304574181300945	2.99004253599333	1.21179665998994	0.270976589677052	0.577799039530045	Atxn3	protein_coding	0.9351187691481	1.5510879337023	1.36802101414225	1.27267722906506	1.79671175842132	1.72793549009696
ENSMUSG00000026749.5	0.58940374045121	0.181843376420898	1.21177070312037	0.27098172200439	0.577799039530045	Nek6	protein_coding	0.0968250299024275	0.134907648134391	0.349195675988164	0.159652728575432	0.454276341240903	0.25235121281007
ENSMUSG00000024002.10	0.242693728303062	3.10586843524411	1.21176518017476	0.270982814045624	0.577799039530045	Brd4	protein_coding	0.946326865830471	0.857377631078228	1.25445760155152	0.84323468595912	1.28263913819907	0.905167547152699
ENSMUSG00000024824.6	0.403096150071608	0.911942711915342	1.21155950248301	0.271023486213082	0.577799039530045	Rad9	protein_coding	0.708445191761761	0.651202863697359	0.985717523810433	0.746311782010993	1.36646323445264	0.615464147134614
ENSMUSG00000024151.7	-0.236842973752902	3.70496454526329	1.21152550489866	0.271030209872191	0.577799039530045	Msh2	protein_coding	2.40193651060024	2.26913094898236	2.61041362276123	2.04025856990109	1.85771446632238	2.90872000147781
ENSMUSG00000026279.7	-0.193946616088215	4.49133810339758	1.21148090956729	0.271039029750605	0.577799039530045	Thap4	protein_coding	10.7654764147662	10.2768471377682	11.5260200472382	10.2174796584284	8.57432011087255	10.5416989717581
ENSMUSG00000092341.1	-0.288663116088075	12.2483368014233	1.21116806953523	0.271100912039656	0.577799039530045	Malat1	processed_transcript	620.189534583975	708.432680910923	458.850843693539	611.411870789201	909.929257578345	843.402051735762
ENSMUSG00000012640.9	-0.279992054235508	4.23005858049887	1.21096047619108	0.27114198543734	0.577799039530045	Zfp715	protein_coding	2.99313049587948	3.5071501271705	2.77871667766698	3.20407501420898	4.67607943075262	4.60156421143505
ENSMUSG00000003476.8	-0.305452758583454	3.62187555536598	1.21093776024746	0.271146480374663	0.577799039530045	Crhr2	protein_coding	3.18616773295385	2.70624266292869	2.23274773941212	2.69150159828927	1.44331507617082	1.97713853741531
ENSMUSG00000038152.3	-0.468635436987422	0.450682940876623	1.21076378124826	0.271180909713228	0.577799039530045	5033430I15Rik	protein_coding	1.44814692845444	2.81317158341993	2.12032089335913	1.56126601552097	1.04527785667448	1.35485810167402
ENSMUSG00000037075.6	-0.184687406174395	5.30552363499382	1.20927845822646	0.271475068484165	0.578336146360019	Rnf139	protein_coding	8.12731388593236	8.85883208816961	9.10194233180337	9.00993891935289	9.82243705575251	9.30210158002766
ENSMUSG00000045193.7	-0.333892882121993	3.87843857398851	1.20849872188171	0.27162965011877	0.578526237782659	Cirbp	protein_coding	7.06255264704696	5.93536509545288	5.00518284288926	7.75505290886932	3.81999348560884	3.64385952511393
ENSMUSG00000031214.7	-0.274939033448205	3.40675896399992	1.20840378561748	0.271648478621265	0.578526237782659	Ophn1	protein_coding	0.612571049600673	0.794825304683485	0.705720974408372	0.707038745348515	0.982912942258284	0.98984208341586
ENSMUSG00000019487.9	-0.218835658280498	5.26694769642851	1.20764279589689	0.27179946309521	0.578758113128374	Trip10	protein_coding	19.3125802934789	19.2938462200499	19.2732543818747	19.7275125925042	13.7906317206861	14.3718650084444
ENSMUSG00000032374.8	-0.219951203427226	4.36187204261767	1.20720838229903	0.271885700198002	0.578811374814997	Plod2	protein_coding	4.3330306721423	4.56149389546781	4.34080703260113	4.96949539616351	5.74643952165824	5.3369905035217
ENSMUSG00000016624.8	-0.592316566570611	-0.26170372599226	1.20691499126151	0.271943961751831	0.578811374814997	Phf21b	protein_coding	0.196351752192594	0.217620137552201	0.125175361057986	0.206029231010293	0.0502488151737654	0.0775369301079005
ENSMUSG00000031818.5	-0.220672346385006	9.92312231820043	1.20688051943409	0.271950808188814	0.578811374814997	Cox4i1	protein_coding	1683.6306260676	1598.39181988773	1461.53507246499	1562.83136933371	1118.18862363503	1204.25792757352
ENSMUSG00000039219.10	-0.307996130961037	4.2195825171913	1.20650018572146	0.272026360454161	0.578882539780531	Arid4b	protein_coding	1.10655721015858	1.18284816870113	1.2023880350749	0.999173997626561	1.53827001539259	2.07524192691247
ENSMUSG00000021598.8	0.231224577784497	2.85260946757564	1.20476138558661	0.272372103323851	0.579326661440229	Med10	protein_coding	9.98837077701145	7.80388856900479	9.91277981637056	6.84951142185675	8.58419211386913	6.73109115331339
ENSMUSG00000072972.2	0.671701179356698	-1.10936134889184	1.20472608386439	0.27237912841305	0.579326661440229	Adam4	protein_coding	0.159995335068494	0.0278654630784979	0.192338968689179	0.105525159470713	0.120104639064954	0.138996486374011
ENSMUSG00000051355.11	-0.180107791463615	5.37173245886675	1.20465798353172	0.272392681110048	0.579326661440229	Commd1	protein_coding	5.50524473598161	5.34340538459169	4.77785988217738	4.49934157943366	4.48421705816796	4.9238559856499
ENSMUSG00000090213.1	0.271626837620504	3.18819170066239	1.20460285360919	0.272403653174842	0.579326661440229	Tmem189	protein_coding	3.63838624334642	2.48332764699684	3.74342718803	2.57400577177024	2.28372999128134	1.90078761694778
ENSMUSG00000078877.4	-0.433840406830585	1.03671207207449	1.203986866246	0.272526285836455	0.579415671578026	Gm14295	protein_coding	0.523042103609206	0.594099268189781	0.341726603229	0.412467946579663	0.640165910518697	0.829764033308023
ENSMUSG00000051367.5	0.546451159013554	0.0265217566602137	1.20389165373906	0.272545247205425	0.579415671578026	Six1	protein_coding	0.647051032283676	0.367477629533616	0.31001456649802	0.162355665532698	0.263981306269389	0.219963038183867
ENSMUSG00000040612.7	-0.510529730214285	0.457558215590115	1.20359442718541	0.272604449876153	0.579415671578026	Ildr2	protein_coding	0.136064956473005	0.118488236524296	0.0778909418159634	0.128202632765536	0.182394073279687	0.270187175648897
ENSMUSG00000020864.7	0.172242851156009	7.11704745841517	1.20272920849121	0.272776879025817	0.579415671578026	Ankrd40	protein_coding	40.1505073867177	29.4977207793853	38.164226503069	27.942150772596	32.3333051522401	29.0837831386213
ENSMUSG00000083016.2	-0.202587685009423	6.35715144729553	1.20269022605653	0.272784651038828	0.579415671578026	Gm11703	pseudogene	138.235732469053	142.465224548675	140.118285687396	136.711459308106	170.213239750846	178.592878768997
ENSMUSG00000056952.7	0.184549516053555	5.24305426445135	1.20252115887045	0.272818361543568	0.579415671578026	Tatdn2	protein_coding	13.2810681354842	9.51636263369689	12.6929230523658	9.77428280065835	10.3179554398076	8.74684471188682
ENSMUSG00000057506.4	0.296742390613348	2.64954400187755	1.20229243437916	0.272863975496246	0.579415671578026	Bloc1s2	protein_coding	10.4589665290067	6.63118223264016	8.6395374629873	4.76522247187208	5.85403493339389	6.77484477858023
ENSMUSG00000042225.3	0.230774254598057	3.3243667176809	1.2022841503815	0.272865627732469	0.579415671578026	Ammecr1	protein_coding	1.81394232414664	1.60530413564445	2.20132085422339	1.3860596599932	2.22795653490667	1.75523565232917
ENSMUSG00000037523.7	0.217063011237038	5.50056070620226	1.20227937514806	0.272866580154373	0.579415671578026	Mavs	protein_coding	18.5108559684973	12.544470159259	17.0528540661457	11.2825090129243	11.1291385132129	11.4717933433323
ENSMUSG00000030711.8	-0.368051951681084	3.16431661456931	1.20210363345091	0.272901634792409	0.579415671578026	Sult1a1	protein_coding	3.41732969537229	5.62627849622874	4.97471919916649	4.75433053479351	7.86627335299902	8.53534797233647
ENSMUSG00000022008.3	-0.202475908257028	4.07804487157673	1.20189715400774	0.272942827801051	0.579415671578026	1200011I18Rik	protein_coding	2.67960422459971	3.28222372166966	3.14164845061214	2.91319272965289	3.28805215790166	3.10815051142568
ENSMUSG00000061740.6	0.382206336180701	1.9434574213261	1.20173919554376	0.272974346050165	0.579415671578026	Cyp2d22	protein_coding	1.13134839720255	0.757847744499967	1.39492774684249	1.26755361555825	2.25929180198344	1.18447559967584
ENSMUSG00000041891.9	-0.179501034607644	5.71212374122753	1.20164312935083	0.272993516852622	0.579415671578026	Lman1	protein_coding	7.33816252890538	7.93871184712784	9.06998825121895	7.98045979995176	8.06076576546248	8.56171850047517
ENSMUSG00000035601.3	-0.383363896850123	1.75253679027556	1.20132054128834	0.273057904312152	0.579462852365374	Rg9mtd3	protein_coding	1.7960951042881	1.56407753365387	0.884410789322276	1.12940197044696	0.799830247456124	1.26944841192848
ENSMUSG00000037824.5	0.309893051637201	2.04232535289834	1.20038639091675	0.273244464878091	0.579696444587972	Tspan14	protein_coding	1.52652159065634	1.10305876290906	1.95224833182894	1.55307273935536	2.19432052247869	1.32617077481955
ENSMUSG00000006058.4	0.239663169105774	3.70678764674959	1.20034703019745	0.273252329173188	0.579696444587972	Snf8	protein_coding	6.6619683668917	4.80835322282817	4.56953382487888	3.53789010904767	5.51909841416239	4.24945953385136
ENSMUSG00000025104.7	-0.323584792341064	3.07277677960829	1.19987582520876	0.27334649824274	0.57977959913168	Hdgfrp3	protein_coding	0.602648538085562	0.79448747991612	0.704351775609386	0.772873369876211	1.12313024756714	1.16345099515234
ENSMUSG00000042572.8	0.204037647496273	3.67111072359638	1.19970457197004	0.273380732828228	0.57977959913168	Ube2q1	protein_coding	4.41193915914722	3.41006783338398	4.864458147816	3.52976155161767	4.72783808139333	3.81020720379512
ENSMUSG00000030203.10	0.24319383904938	3.96674807678848	1.19949186683079	0.273423261390406	0.57977959913168	Dusp16	protein_coding	1.91746999562503	1.81576446402545	2.60320209270879	1.36487627277999	2.46782116059899	2.10274190073387
ENSMUSG00000024941.8	0.265077889682621	5.21045547157409	1.1993069015053	0.273460250357998	0.57977959913168	Scyl1	protein_coding	19.564864668162	14.0293140851329	18.6812282165203	12.9292385726732	11.0725246058891	8.97656285673455
ENSMUSG00000025538.8	0.284584109718885	1.8005655792893	1.19835227643495	0.273651254003678	0.580095078081517	Sumf2	protein_coding	1.35547759048062	1.18037850088252	1.62949227065105	1.04300845379073	1.41322824172424	0.942060578728047
ENSMUSG00000034432.5	0.184851415812816	5.61319031797966	1.19802764665411	0.273716244812818	0.580123028725006	Cops8	protein_coding	34.3944456737913	24.478055384768	30.2584660791352	24.0379412446417	25.966524787664	21.5380774565534
ENSMUSG00000020097.8	0.211663229166237	4.07189010519244	1.19786481215568	0.273748851532222	0.580123028725006	Sgpl1	protein_coding	2.70551380551642	2.26496468064794	3.71857431926241	2.34906271890635	2.89436892676162	2.48668071087855
